ID,WellID,Row,Column,RowName,ColumnName,WellName,DateTime,Timepoint,ElapsedTime,Description,[Cell] Count,[Cell] (Nuc2) Area (AVG),[Cell] (Nuc2) Diameter (AVG),[Cell] (Nuc2) Circumference (AVG),[Cell] (Nuc2) Circularity (AVG),[Cell] (Nuc2) Compactness (AVG),[Cell] (Nuc2) Anisometry (AVG),[Cell] (Nuc2) TotalIntensity CH1 (AVG),[Cell] (Nuc2) TotalIntensity CH2 (AVG),[Cell] (Nuc2) TotalIntensity CH3 (AVG),[Cell] (Nuc2) MeanIntensity CH1 (AVG),[Cell] (Nuc2) MeanIntensity CH2 (AVG),[Cell] (Nuc2) MeanIntensity CH3 (AVG),[Cell] (Nuc2) TotalPeak CH1 (AVG),[Cell] (Nuc2) TotalPeak CH2 (AVG),[Cell] (Nuc2) TotalPeak CH3 (AVG),[Cell] (Nuc2) TotalRidge CH1 (AVG),[Cell] (Nuc2) TotalRidge CH2 (AVG),[Cell] (Nuc2) TotalRidge CH3 (AVG),[Cell] (Nuc2) MeanPeak CH1 (AVG),[Cell] (Nuc2) MeanPeak CH2 (AVG),[Cell] (Nuc2) MeanPeak CH3 (AVG),[Cell] (Nuc2) MeanRidge CH1 (AVG),[Cell] (Nuc2) MeanRidge CH2 (AVG),[Cell] (Nuc2) MeanRidge CH3 (AVG),[Cell] (CellBody) Area (AVG),[Cell] (CellBody) Diameter (AVG),[Cell] (CellBody) Circumference (AVG),[Cell] (CellBody) Circularity (AVG),[Cell] (CellBody) Compactness (AVG),[Cell] (CellBody) Anisometry (AVG),[Cell] (CellBody) TotalIntensity CH2 (AVG),[Cell] (CellBody) TotalIntensity CH3 (AVG),[Cell] (CellBody) TotalIntensity CH4 (AVG),[Cell] (CellBody) TotalIntensity CH5 (AVG),[Cell] (CellBody) MeanIntensity CH2 (AVG),[Cell] (CellBody) MeanIntensity CH3 (AVG),[Cell] (CellBody) MeanIntensity CH4 (AVG),[Cell] (CellBody) MeanIntensity CH5 (AVG),[Cell] (CellBody) MinIntensity CH2 (AVG),[Cell] (CellBody) MinIntensity CH3 (AVG),[Cell] (CellBody) MinIntensity CH4 (AVG),[Cell] (CellBody) MinIntensity CH5 (AVG),[Cell] (CellBody) MaxIntensity CH2 (AVG),[Cell] (CellBody) MaxIntensity CH3 (AVG),[Cell] (CellBody) MaxIntensity CH4 (AVG),[Cell] (CellBody) MaxIntensity CH5 (AVG),[Cell] (CellBody) TotalPeak CH2 (AVG),[Cell] (CellBody) TotalPeak CH3 (AVG),[Cell] (CellBody) TotalPeak CH4 (AVG),[Cell] (CellBody) TotalPeak CH5 (AVG),[Cell] (CellBody) TotalHole CH2 (AVG),[Cell] (CellBody) TotalHole CH3 (AVG),[Cell] (CellBody) TotalHole CH4 (AVG),[Cell] (CellBody) TotalHole CH5 (AVG),[Cell] (CellBody) TotalRidge CH2 (AVG),[Cell] (CellBody) TotalRidge CH3 (AVG),[Cell] (CellBody) TotalRidge CH4 (AVG),[Cell] (CellBody) TotalRidge CH5 (AVG),[Cell] (CellBody) TotalValley CH2 (AVG),[Cell] (CellBody) TotalValley CH3 (AVG),[Cell] (CellBody) TotalValley CH4 (AVG),[Cell] (CellBody) TotalValley CH5 (AVG),[Cell] (CellBody) TotalEdge CH2 (AVG),[Cell] (CellBody) TotalEdge CH3 (AVG),[Cell] (CellBody) TotalEdge CH4 (AVG),[Cell] (CellBody) TotalEdge CH5 (AVG),[Cell] (CellBody) TotalSaddle CH2 (AVG),[Cell] (CellBody) TotalSaddle CH3 (AVG),[Cell] (CellBody) TotalSaddle CH4 (AVG),[Cell] (CellBody) TotalSaddle CH5 (AVG),[Cell] (CellBody) MeanPeak CH2 (AVG),[Cell] (CellBody) MeanPeak CH3 (AVG),[Cell] (CellBody) MeanPeak CH4 (AVG),[Cell] (CellBody) MeanPeak CH5 (AVG),[Cell] (CellBody) MeanHole CH2 (AVG),[Cell] (CellBody) MeanHole CH3 (AVG),[Cell] (CellBody) MeanHole CH4 (AVG),[Cell] (CellBody) MeanHole CH5 (AVG),[Cell] (CellBody) MeanRidge CH2 (AVG),[Cell] (CellBody) MeanRidge CH3 (AVG),[Cell] (CellBody) MeanRidge CH4 (AVG),[Cell] (CellBody) MeanRidge CH5 (AVG),[Cell] (CellBody) MeanValley CH2 (AVG),[Cell] (CellBody) MeanValley CH3 (AVG),[Cell] (CellBody) MeanValley CH4 (AVG),[Cell] (CellBody) MeanValley CH5 (AVG),[Cell] (CellBody) MeanEdge CH2 (AVG),[Cell] (CellBody) MeanEdge CH3 (AVG),[Cell] (CellBody) MeanEdge CH4 (AVG),[Cell] (CellBody) MeanEdge CH5 (AVG),[Cell] (CellBody) MeanSaddle CH2 (AVG),[Cell] (CellBody) MeanSaddle CH3 (AVG),[Cell] (CellBody) MeanSaddle CH4 (AVG),[Cell] (CellBody) MeanSaddle CH5 (AVG)
41,83,4,11,D,11,D-11,2021-03-30 00:39:36 +02:00,1,0,,324,183.0782,17.2535,53.9086,0.780098,1.326261,1.285404,198030.10,37921.21,48686.05,465.6869,90.6870,113.6782,519.637093,377.045700,580.270009,1259.916455,909.930508,1829.906173,1.237822,0.906730,1.366518,3.061214,2.184752,4.281824,253.4359,26.5685,76.8597,0.547728,1.892809,1.717375,50636.49,69173.38,24152.49,5595624.73,89.9445,122.1360,43.1459,9471.8976,23.68,4.99,1.59,6179.35,226.76,493.68,172.96,12073.04,34.269484,40.497477,57.481478,5.136207,32.439885,48.378076,62.956250,2.855786,105.532043,141.251659,190.575873,15.374448,100.646942,147.617990,191.145368,12.564578,205.555893,412.719389,411.125020,77.882755,62.257750,91.429180,117.782854,10.075142,0.056874,0.066478,0.093455,0.008886,0.053836,0.079764,0.102932,0.005207,0.175676,0.232911,0.311322,0.026948,0.167647,0.243891,0.313210,0.022471,0.358599,0.697745,0.692499,0.140990,0.104062,0.151237,0.193467,0.017868
48,84,4,12,D,12,D-12,2021-03-30 00:39:53 +02:00,1,0,,218,190.0154,17.5817,54.9273,0.771834,1.307181,1.285334,216800.92,40178.71,47803.34,496.2202,93.2854,108.3707,534.911827,382.226495,606.402579,1344.188330,929.831419,1846.467540,1.247140,0.907935,1.387137,3.254088,2.208755,4.192685,258.5963,26.3451,75.4946,0.551893,1.816114,1.658320,51672.39,66497.48,23943.99,5652894.08,91.4407,114.7658,42.2087,9360.3110,25.43,5.47,1.84,6284.31,245.89,441.48,165.23,12031.14,34.625006,41.835695,59.151013,4.914117,33.245494,49.275919,64.819258,2.948820,107.414894,144.560016,195.731491,15.018388,102.964315,150.150815,196.478455,12.638781,206.507251,414.946837,418.126715,74.499841,63.718334,93.206948,120.921265,9.975185,0.056442,0.068944,0.096045,0.008365,0.054364,0.081196,0.105571,0.005554,0.176142,0.238828,0.319145,0.026246,0.169223,0.248028,0.320695,0.022887,0.359509,0.689838,0.694394,0.135692,0.105244,0.154110,0.197692,0.017731
57,85,4,13,D,13,D-13,2021-03-30 00:40:11 +02:00,1,0,,345,191.4179,17.5541,54.5198,0.781192,1.266093,1.284847,211980.73,38512.65,46630.17,474.8128,86.5562,105.1548,541.775034,380.243245,618.142479,1309.311112,905.562048,1892.346844,1.242677,0.876989,1.406835,3.069987,2.071959,4.260232,262.9505,27.1183,77.1724,0.536474,1.849169,1.730366,50399.96,66768.94,23448.57,5775472.29,85.9480,113.4016,40.1077,9427.1442,24.64,5.19,1.39,6265.48,214.81,445.80,161.00,12025.38,35.953467,42.687494,60.411696,5.113034,33.885533,50.218429,66.151903,2.808735,110.475785,147.190472,199.683799,15.259235,105.206329,153.048432,200.559060,12.452513,205.732163,425.206381,426.257880,77.144415,65.258247,94.659929,123.301634,10.000624,0.057594,0.068074,0.095958,0.008606,0.054029,0.079805,0.105115,0.005013,0.177116,0.235130,0.317810,0.025915,0.168505,0.244178,0.319264,0.021583,0.343652,0.690347,0.692525,0.136680,0.104872,0.151533,0.196618,0.017134
65,86,4,14,D,14,D-14,2021-03-30 00:40:28 +02:00,1,0,,198,186.1935,17.2950,54.4256,0.784177,1.298736,1.282762,205045.76,37841.70,46143.07,477.9810,87.1743,103.2523,528.664834,388.415672,593.601403,1319.697173,927.385292,1831.912847,1.248787,0.917948,1.365662,3.203270,2.188310,4.185713,247.8350,25.0326,72.2804,0.576026,1.722534,1.607268,48447.32,63512.45,22843.01,5456258.45,86.9221,109.5253,39.9830,9378.1879,24.12,3.95,1.11,6078.34,218.20,429.85,158.22,11988.96,34.361962,39.262151,56.889608,5.293384,32.894173,46.701200,63.159351,3.178238,106.384123,136.036204,189.510579,15.992287,101.870903,141.797818,191.314185,13.411016,203.808943,404.241075,412.497246,76.782611,63.239183,87.451522,117.545046,10.606632,0.058716,0.068646,0.097957,0.009187,0.056621,0.081210,0.108704,0.005969,0.182648,0.237507,0.326929,0.028275,0.175476,0.246894,0.329632,0.024373,0.364540,0.695748,0.711424,0.139519,0.109189,0.152103,0.202491,0.019017
74,87,4,15,D,15,D-15,2021-03-30 00:40:45 +02:00,1,0,,223,187.2690,17.3588,54.0200,0.781452,1.269744,1.277980,205778.97,38286.90,49782.17,473.1637,87.4742,111.7638,532.855316,378.897490,615.852801,1291.200549,888.014423,1848.162019,1.254033,0.882139,1.411355,3.108778,2.072160,4.218274,243.3290,25.0867,71.3297,0.575625,1.705262,1.669998,47298.05,65370.72,23203.71,5404392.43,87.0238,117.8399,42.2068,9488.2929,25.50,6.00,1.83,6219.84,208.18,440.25,162.74,12167.66,32.939114,38.387497,54.772564,4.735739,30.792370,45.538489,60.273114,2.649429,101.312315,133.748316,182.790409,14.349632,96.155486,139.633963,183.816970,11.800034,187.765312,392.183372,394.750058,74.959042,60.003708,86.593637,113.698059,9.527268,0.057366,0.066821,0.094504,0.008455,0.053697,0.079159,0.104166,0.005042,0.176908,0.232886,0.315781,0.025977,0.168057,0.243011,0.317825,0.021818,0.340218,0.688692,0.693009,0.139461,0.105008,0.150592,0.196542,0.017411
81,88,4,16,D,16,D-16,2021-03-30 00:41:03 +02:00,1,0,,210,186.4982,17.4378,54.8693,0.776742,1.305685,1.278064,210609.59,41956.53,51407.42,495.1764,98.9874,116.6518,518.398615,396.420118,610.868471,1333.182768,911.511320,1847.358115,1.219337,0.934443,1.408884,3.234054,2.140261,4.217089,247.1058,25.8838,74.4943,0.554339,1.829130,1.676324,52290.08,68280.34,24825.26,5419922.17,97.5639,121.1284,44.9426,9371.2703,26.07,4.83,1.59,6202.61,231.83,468.67,174.63,12060.10,33.595716,39.090274,55.518430,4.780852,31.823237,46.680372,61.019036,2.874127,103.299568,136.753138,185.182980,14.494131,98.518249,142.930727,185.989772,12.185099,198.539556,401.795550,404.504970,74.946628,61.088558,88.681320,114.780473,9.609689,0.056568,0.066491,0.093256,0.008397,0.053665,0.079347,0.102682,0.005425,0.174432,0.232782,0.312099,0.025954,0.166674,0.243403,0.313747,0.022385,0.354875,0.690675,0.695178,0.138442,0.103832,0.151076,0.193966,0.017422
88,89,4,17,D,17,D-17,2021-03-30 00:41:21 +02:00,1,0,,284,186.7182,17.2100,53.9201,0.794821,1.269135,1.264349,206367.73,38195.05,49057.87,475.6129,89.0067,111.7733,530.833040,376.233700,618.502787,1295.584545,888.621717,1840.031404,1.249301,0.896554,1.435642,3.124141,2.109278,4.235210,242.4096,24.5284,70.8706,0.582395,1.694045,1.604371,47412.39,65743.90,23174.07,5366210.70,87.9600,118.3192,42.1280,9455.8998,24.38,5.48,1.55,6105.97,220.02,454.23,162.95,12189.01,33.056671,38.432530,54.505695,4.771614,31.414187,45.280856,59.522369,2.985416,101.690539,133.227607,180.323156,14.639082,97.112237,138.658576,181.031993,12.448667,194.029836,391.867685,391.378428,77.114005,60.056527,85.948148,111.246227,9.778524,0.057588,0.067610,0.094824,0.008573,0.054686,0.079366,0.103518,0.005752,0.177618,0.234340,0.314906,0.026779,0.169646,0.243559,0.315884,0.023363,0.354684,0.691771,0.690964,0.144643,0.105328,0.151183,0.194586,0.018102
97,90,4,18,D,18,D-18,2021-03-30 00:41:38 +02:00,1,0,,162,187.3527,17.3358,56.9445,0.783558,1.414665,1.291935,193526.76,38519.61,49053.80,459.3450,90.1727,114.1127,508.195002,381.930473,605.158506,1279.828956,888.447910,1790.664481,1.265437,0.911973,1.427003,3.284225,2.130657,4.216485,237.1582,23.6165,71.3802,0.601658,1.751813,1.545300,47258.48,63922.59,23184.19,5198295.38,88.7440,119.0537,43.4690,9402.0594,25.80,5.57,1.76,6206.15,213.90,439.28,162.44,11888.85,33.014070,40.287031,56.351269,4.508071,31.243529,47.209340,61.729508,2.793693,101.610385,138.959456,187.539032,13.692385,96.852935,143.906184,187.144738,11.635476,191.194653,385.664148,395.548102,69.504996,59.991105,88.846530,115.395721,9.150470,0.058223,0.069042,0.096685,0.008604,0.055369,0.081908,0.106864,0.005682,0.179901,0.240668,0.323081,0.026466,0.171981,0.250904,0.324429,0.023003,0.355248,0.698914,0.711116,0.138886,0.106815,0.155645,0.200342,0.017865
6,91,4,19,D,19,D-19,2021-03-30 00:41:56 +02:00,1,0,,249,189.2933,17.2392,53.6611,0.791326,1.244564,1.262672,211391.10,39445.35,48591.74,480.7077,90.4592,109.6258,540.720523,387.868698,618.087433,1317.872428,920.418243,1857.844935,1.265271,0.913172,1.430133,3.159567,2.155770,4.238356,251.1376,25.4684,73.2603,0.573055,1.758305,1.645966,49609.35,66104.30,23671.85,5516539.08,90.0193,116.9576,42.4973,9427.2316,25.38,5.46,1.58,6276.85,222.66,452.28,167.08,11970.67,34.257549,40.700377,57.764644,4.755230,32.275928,47.972770,63.211579,2.798001,105.007624,140.681040,192.149771,14.386759,100.013391,146.257382,192.829433,12.002709,198.863277,404.227913,410.104824,73.252249,61.886468,90.370303,119.193152,9.491048,0.057621,0.068350,0.095910,0.008410,0.054090,0.080026,0.104808,0.005259,0.176910,0.236412,0.320110,0.025754,0.168251,0.245135,0.320882,0.021924,0.352498,0.687925,0.697405,0.136240,0.104539,0.151971,0.199127,0.017129
14,92,4,20,D,20,D-20,2021-03-30 00:42:14 +02:00,1,0,,159,182.3860,17.1689,53.8436,0.782082,1.297204,1.283833,197212.32,40386.62,45769.57,466.2835,98.5376,106.7281,522.096273,391.131501,607.707236,1298.372270,921.376468,1813.928942,1.247616,0.936749,1.417354,3.175488,2.200270,4.228266,245.0988,25.1176,72.8284,0.571528,1.757272,1.596531,51986.20,63590.33,23862.99,5383357.85,97.4696,113.3978,42.8706,9398.4513,25.23,5.50,1.82,6154.66,241.48,426.04,165.98,11908.31,33.571159,38.793739,55.498770,4.986955,32.266945,46.194321,61.404986,2.969165,104.154525,135.082332,186.205356,15.089429,99.748611,141.153071,187.402099,12.608079,204.260737,397.943793,406.616798,74.104139,61.944276,87.216786,115.686994,10.028606,0.057677,0.067851,0.095497,0.008867,0.055419,0.080148,0.105373,0.005561,0.179437,0.235701,0.320335,0.027182,0.171940,0.245522,0.322031,0.023137,0.367196,0.689482,0.702450,0.137559,0.107118,0.151871,0.199066,0.018231
22,93,4,21,D,21,D-21,2021-03-30 00:42:32 +02:00,1,0,,208,181.7455,17.0914,53.2527,0.785624,1.276415,1.276961,201970.51,38852.90,49759.24,478.9647,92.8606,113.8602,526.279337,401.886397,606.606461,1328.703862,941.029325,1828.297447,1.281548,0.974014,1.421601,3.366359,2.294833,4.309128,237.0708,24.6304,70.5496,0.587108,1.716491,1.632366,48421.51,65311.97,23032.51,5262483.96,91.5827,119.0108,42.6370,9467.8922,24.76,5.04,1.43,6222.32,231.76,461.47,171.78,12222.47,31.957719,38.877085,54.294839,4.856743,30.115989,45.428994,59.617007,2.913754,98.580771,133.922392,180.730647,14.882090,93.873220,138.525931,181.413268,12.515355,195.488328,388.378349,392.197771,76.083896,58.446244,85.703985,111.604769,9.921383,0.056534,0.070361,0.096966,0.008753,0.053735,0.082515,0.107021,0.005713,0.175858,0.243105,0.323834,0.027497,0.168098,0.251735,0.325684,0.023811,0.367398,0.704053,0.711060,0.145226,0.104950,0.155704,0.200367,0.018570
30,94,4,22,D,22,D-22,2021-03-30 00:42:50 +02:00,1,0,,168,181.5905,16.9739,53.4020,0.796334,1.272428,1.242895,205128.75,41188.99,49342.80,494.4196,102.3144,116.9874,505.853700,394.911096,608.862900,1283.238037,908.861507,1832.577062,1.207950,0.954453,1.446915,3.143505,2.206217,4.334778,242.1687,24.5394,71.2857,0.590303,1.705369,1.581667,51409.65,65713.68,24150.54,5340538.04,99.6561,121.8090,45.2008,9451.9188,24.57,5.11,1.67,6027.56,244.31,459.61,170.21,12101.76,33.041388,38.548671,54.537935,4.884647,31.764829,46.994659,61.561964,3.117599,102.547111,135.451407,183.717890,14.909948,98.250848,142.572593,186.462012,12.754075,203.186938,408.841034,412.426198,76.324490,60.807737,88.151296,114.577912,9.939837,0.057118,0.066609,0.093320,0.008869,0.055067,0.081510,0.105552,0.006064,0.178119,0.235278,0.315393,0.027508,0.171008,0.248100,0.320529,0.024128,0.373924,0.723756,0.726524,0.146474,0.106146,0.153418,0.197311,0.018553
38,95,4,23,D,23,D-23,2021-03-30 00:43:07 +02:00,1,0,,182,191.4154,17.6487,54.8969,0.779752,1.281152,1.279355,211803.63,38748.65,49034.64,474.2176,88.6485,110.4820,533.906152,387.271149,613.091786,1314.786958,949.155092,1906.142836,1.209372,0.899317,1.397304,3.046817,2.179990,4.269213,259.0132,26.3252,75.1579,0.558922,1.776520,1.685112,50333.01,69748.02,25759.54,5707893.81,88.2108,119.4015,45.1394,9432.2672,24.36,5.42,1.76,6225.34,224.68,463.46,177.04,12158.46,35.299004,40.953543,58.424100,4.947198,33.538485,48.963543,64.722192,2.902197,108.844375,142.871304,194.405614,15.096159,103.953096,149.364776,196.365871,12.604146,208.276640,421.846774,424.861519,76.919917,64.416241,92.378252,120.367997,10.027155,0.057406,0.066065,0.093105,0.008329,0.054502,0.078800,0.103661,0.005249,0.177405,0.230485,0.311294,0.025869,0.169367,0.240860,0.315151,0.022150,0.355550,0.694198,0.699165,0.136304,0.105349,0.149153,0.193773,0.017389
46,98,5,2,E,2,E-02,2021-03-30 00:49:36 +02:00,1,0,,276,186.5902,17.3007,54.2112,0.781620,1.281047,1.281928,215755.18,40602.63,48007.13,499.8287,93.7294,106.5005,529.262145,394.120626,592.650631,1337.130327,924.864773,1885.449609,1.253556,0.924761,1.355101,3.289512,2.170061,4.272105,247.8892,25.4210,73.2331,0.575908,1.771146,1.665589,51234.64,67554.82,25432.21,5461629.03,93.0092,116.8084,44.5596,9401.8877,26.05,4.87,1.58,6251.71,224.99,471.62,185.70,12144.18,33.027522,40.470419,55.929100,4.654480,31.031779,48.303467,62.403352,2.735814,101.616471,141.066394,186.962453,14.225930,96.580216,147.359280,189.439430,11.858612,197.754323,408.550994,410.641467,74.942265,60.098039,91.581291,116.425796,9.443337,0.055800,0.070080,0.095343,0.008121,0.052496,0.083091,0.106230,0.005174,0.172347,0.243717,0.318833,0.025407,0.163983,0.253876,0.322993,0.021797,0.353123,0.701901,0.704626,0.137693,0.102365,0.157767,0.198506,0.017092
54,99,5,3,E,3,E-03,2021-03-30 00:49:19 +02:00,1,0,,250,186.0869,17.2235,54.3073,0.787372,1.289126,1.266091,213568.60,40557.29,47322.54,494.5155,93.7146,107.1092,518.917893,382.077139,586.757970,1279.958656,910.275059,1870.404967,1.219472,0.895061,1.349914,3.067789,2.125794,4.306920,251.8152,25.6328,75.3890,0.564130,1.846195,1.628541,52613.24,67267.57,25590.52,5539461.32,93.0247,116.4039,44.9645,9413.8305,25.45,4.36,1.52,6151.42,232.27,487.78,191.48,12145.56,33.500646,40.698048,56.385985,4.940688,31.772686,48.684675,63.181936,2.887914,103.150749,141.934792,188.741679,14.977021,98.537402,148.578613,191.321845,12.490931,201.482583,414.624995,418.899120,77.336196,61.148166,91.750110,117.526035,9.928088,0.056131,0.067939,0.093521,0.008491,0.053148,0.081255,0.105108,0.005243,0.173080,0.237462,0.314301,0.026052,0.165264,0.248678,0.318902,0.022167,0.351347,0.703179,0.709290,0.139859,0.102853,0.153863,0.196228,0.017431
62,100,5,4,E,4,E-04,2021-03-30 00:49:02 +02:00,1,0,,244,185.7798,17.4476,54.6325,0.768969,1.339296,1.301408,217352.35,41561.84,47509.60,505.6182,96.3288,107.3723,520.285122,386.179620,583.685052,1314.937329,924.208265,1830.324330,1.226616,0.909998,1.345302,3.195214,2.177348,4.203051,245.6587,24.8872,72.9477,0.578860,1.768196,1.579489,52412.53,65227.37,24795.89,5393631.30,95.8955,116.7872,44.7105,9382.9867,26.84,4.82,1.50,6238.34,235.23,460.39,180.30,12102.23,32.443332,39.210096,54.485385,4.785478,31.013861,47.040792,60.989301,2.905792,100.580107,136.858392,183.077858,14.663274,96.364555,143.122175,185.378475,12.373349,199.360946,397.987884,401.259650,75.158564,59.994954,88.688892,114.042239,9.760607,0.055418,0.067453,0.093156,0.008438,0.053050,0.081126,0.104336,0.005498,0.172511,0.235899,0.313594,0.026329,0.165449,0.246927,0.317666,0.022761,0.358036,0.692223,0.696096,0.139212,0.103246,0.153142,0.195750,0.017722
70,101,5,5,E,5,E-05,2021-03-30 00:48:44 +02:00,1,0,,260,186.5722,17.3425,54.4892,0.785337,1.292207,1.266325,214407.45,42289.75,50228.78,496.4528,97.1491,113.0156,529.716708,381.592751,604.168760,1336.319624,918.900462,1874.569874,1.240944,0.897251,1.393753,3.220859,2.154416,4.302006,237.6767,24.2426,69.7064,0.590473,1.663627,1.582161,52249.69,67575.51,26167.28,5250724.96,97.1610,122.1835,48.0175,9427.6527,26.05,4.75,1.53,6062.81,248.21,471.70,197.21,12327.18,30.673478,37.838907,52.258863,4.255727,29.034730,46.005108,59.808357,2.806470,94.711693,132.888468,177.816309,13.376201,90.429080,139.887947,181.700783,11.599934,190.138062,395.710282,401.175163,76.168212,56.274803,86.512764,112.163334,9.032714,0.054746,0.067748,0.093054,0.007740,0.051896,0.082071,0.106265,0.005439,0.169655,0.237875,0.316139,0.024829,0.162120,0.250139,0.322974,0.022037,0.353195,0.708862,0.718918,0.144311,0.101216,0.155024,0.199353,0.016977
79,102,5,6,E,6,E-06,2021-03-30 00:48:26 +02:00,1,0,,281,182.8403,17.2811,53.9054,0.766822,1.303155,1.293063,213722.99,37779.02,43317.34,509.0040,88.6093,97.5207,514.574448,359.554567,566.375370,1300.740589,878.291860,1824.234659,1.247516,0.873105,1.334856,3.275070,2.116230,4.230572,246.5548,25.7366,73.9038,0.552280,1.818073,1.699808,49416.59,61583.80,23656.94,5393166.19,88.9040,106.2501,41.6923,9331.9928,24.77,4.40,1.51,6252.39,223.48,426.37,172.93,12151.15,33.108903,41.165900,56.482277,4.666494,31.549766,49.266863,62.802384,2.806926,101.902281,143.838708,189.275276,14.336075,97.385606,150.315630,191.036380,12.053911,194.584100,404.427004,406.377479,74.507048,60.263430,92.817348,117.894563,9.528723,0.056691,0.072764,0.097483,0.008196,0.054210,0.085722,0.108081,0.005418,0.175414,0.252057,0.326258,0.025875,0.168019,0.261722,0.328865,0.022494,0.352172,0.696041,0.701625,0.138402,0.104302,0.161593,0.203015,0.017479
87,103,5,7,E,7,E-07,2021-03-30 00:48:09 +02:00,1,0,,241,189.2586,17.5727,54.8499,0.774599,1.312125,1.315972,220227.79,42494.24,50401.76,503.3681,97.6443,109.5024,532.711297,385.740550,590.100708,1350.534537,907.809354,1829.477845,1.243832,0.892544,1.328834,3.272537,2.100289,4.097260,246.6965,25.0739,72.4483,0.579317,1.749831,1.631615,53140.20,67501.10,25425.34,5425402.14,96.9091,115.6788,44.6249,9365.8086,26.29,4.75,1.69,6224.97,233.26,435.01,168.23,12250.15,32.659161,38.849454,54.237512,4.847902,30.981960,46.027152,60.264714,3.062525,100.574886,135.315752,181.069706,14.936067,96.113618,140.911100,182.781219,12.773545,196.701720,398.708294,402.933220,77.321704,59.493986,87.438337,112.382578,10.017386,0.056067,0.069040,0.094219,0.008420,0.053446,0.080945,0.104546,0.005798,0.173509,0.238930,0.314360,0.026574,0.166138,0.247828,0.316954,0.023460,0.352652,0.688438,0.696057,0.140959,0.103061,0.153647,0.194633,0.018080
95,104,5,8,E,8,E-08,2021-03-30 00:47:51 +02:00,1,0,,268,190.4544,17.6124,54.9057,0.773785,1.293872,1.287484,219705.80,38488.17,46348.06,496.3985,86.8058,102.2872,529.544507,382.681039,591.379146,1320.319231,927.244436,1842.516788,1.220395,0.881592,1.335724,3.154672,2.129783,4.144551,258.7636,26.4577,75.9185,0.542528,1.819512,1.690288,50617.42,66223.16,25201.90,5646502.51,86.2318,110.2935,42.4540,9321.5946,24.56,4.49,1.52,6228.85,220.86,431.37,169.40,11945.34,35.218090,40.819912,57.967430,5.126899,33.710691,48.392055,64.342961,3.032998,109.103290,141.388293,193.137798,15.620717,104.691823,147.342883,194.888585,13.066751,209.895202,414.634169,424.730280,75.988051,65.006253,91.053645,119.786214,10.333051,0.057588,0.067547,0.094524,0.008555,0.055172,0.079648,0.104800,0.005351,0.178952,0.233620,0.315290,0.026384,0.171878,0.242796,0.317951,0.022490,0.356197,0.683719,0.699071,0.132633,0.106988,0.150079,0.195881,0.017610
8,105,5,9,E,9,E-09,2021-03-30 00:47:34 +02:00,1,0,,282,182.8494,17.2812,54.2239,0.779549,1.300904,1.285029,205708.41,36572.91,43435.72,488.2228,87.3610,100.3396,511.942588,358.076023,573.297213,1285.757063,875.487646,1783.310659,1.215321,0.858618,1.340943,3.117855,2.092210,4.156116,245.2341,25.3155,72.8946,0.562970,1.760079,1.629710,47672.96,61633.58,24136.96,5333968.86,87.9470,109.0756,43.4156,9280.4743,24.97,4.94,1.74,6282.85,223.27,428.82,168.30,11802.33,34.071603,39.116049,54.440620,4.740303,32.725237,46.584809,60.810340,2.860274,105.420854,135.709013,182.590794,14.433736,101.069596,141.840427,184.857205,12.161116,198.195343,397.723526,404.921679,70.992247,62.498732,87.587767,113.779331,9.593298,0.058364,0.067567,0.093139,0.008370,0.056230,0.080248,0.104166,0.005366,0.181255,0.234306,0.312785,0.025828,0.174109,0.244742,0.316929,0.022225,0.355575,0.691133,0.702928,0.130554,0.108060,0.151092,0.195164,0.017324
15,106,5,10,E,10,E-10,2021-03-30 00:47:16 +02:00,1,0,,364,188.6597,17.4804,54.5082,0.778146,1.281053,1.285212,210062.40,38046.13,49423.69,482.0891,87.4547,110.8274,530.761240,376.476510,601.960357,1284.764542,895.833020,1850.551447,1.233094,0.876209,1.368365,3.037944,2.082938,4.221090,248.6305,25.1336,72.3211,0.573529,1.717265,1.625610,48525.27,67420.82,24843.46,5404767.60,87.4487,119.1942,44.0444,9295.8819,25.20,5.11,1.64,6367.70,215.41,464.64,173.39,11748.15,33.944810,38.968614,55.145124,4.582393,32.116829,46.764889,61.282116,2.752233,104.357445,136.203405,184.602974,13.992721,99.477517,142.596098,186.615293,11.747743,197.162034,405.117724,408.855391,69.379502,61.676292,88.147568,115.130856,9.293324,0.057402,0.066521,0.093337,0.008045,0.054095,0.079717,0.103753,0.005091,0.176548,0.232711,0.312708,0.024883,0.168153,0.243456,0.316055,0.021279,0.347250,0.696703,0.702468,0.127105,0.104604,0.150651,0.195297,0.016682
