ID,WellID,Row,Column,RowName,ColumnName,WellName,DateTime,Timepoint,ElapsedTime,Description,[Cell] Count,[Cell] (Nuc2) Area (AVG),[Cell] (Nuc2) Diameter (AVG),[Cell] (Nuc2) Circumference (AVG),[Cell] (Nuc2) Circularity (AVG),[Cell] (Nuc2) Compactness (AVG),[Cell] (Nuc2) Anisometry (AVG),[Cell] (Nuc2) TotalIntensity CH1 (AVG),[Cell] (Nuc2) TotalIntensity CH2 (AVG),[Cell] (Nuc2) TotalIntensity CH3 (AVG),[Cell] (Nuc2) MeanIntensity CH1 (AVG),[Cell] (Nuc2) MeanIntensity CH2 (AVG),[Cell] (Nuc2) MeanIntensity CH3 (AVG),[Cell] (Nuc2) TotalPeak CH1 (AVG),[Cell] (Nuc2) TotalPeak CH2 (AVG),[Cell] (Nuc2) TotalPeak CH3 (AVG),[Cell] (Nuc2) TotalRidge CH1 (AVG),[Cell] (Nuc2) TotalRidge CH2 (AVG),[Cell] (Nuc2) TotalRidge CH3 (AVG),[Cell] (Nuc2) MeanPeak CH1 (AVG),[Cell] (Nuc2) MeanPeak CH2 (AVG),[Cell] (Nuc2) MeanPeak CH3 (AVG),[Cell] (Nuc2) MeanRidge CH1 (AVG),[Cell] (Nuc2) MeanRidge CH2 (AVG),[Cell] (Nuc2) MeanRidge CH3 (AVG),[Cell] (CellBody) Area (AVG),[Cell] (CellBody) Diameter (AVG),[Cell] (CellBody) Circumference (AVG),[Cell] (CellBody) Circularity (AVG),[Cell] (CellBody) Compactness (AVG),[Cell] (CellBody) Anisometry (AVG),[Cell] (CellBody) TotalIntensity CH2 (AVG),[Cell] (CellBody) TotalIntensity CH3 (AVG),[Cell] (CellBody) TotalIntensity CH4 (AVG),[Cell] (CellBody) TotalIntensity CH5 (AVG),[Cell] (CellBody) MeanIntensity CH2 (AVG),[Cell] (CellBody) MeanIntensity CH3 (AVG),[Cell] (CellBody) MeanIntensity CH4 (AVG),[Cell] (CellBody) MeanIntensity CH5 (AVG),[Cell] (CellBody) MinIntensity CH2 (AVG),[Cell] (CellBody) MinIntensity CH3 (AVG),[Cell] (CellBody) MinIntensity CH4 (AVG),[Cell] (CellBody) MinIntensity CH5 (AVG),[Cell] (CellBody) MaxIntensity CH2 (AVG),[Cell] (CellBody) MaxIntensity CH3 (AVG),[Cell] (CellBody) MaxIntensity CH4 (AVG),[Cell] (CellBody) MaxIntensity CH5 (AVG),[Cell] (CellBody) TotalPeak CH2 (AVG),[Cell] (CellBody) TotalPeak CH3 (AVG),[Cell] (CellBody) TotalPeak CH4 (AVG),[Cell] (CellBody) TotalPeak CH5 (AVG),[Cell] (CellBody) TotalHole CH2 (AVG),[Cell] (CellBody) TotalHole CH3 (AVG),[Cell] (CellBody) TotalHole CH4 (AVG),[Cell] (CellBody) TotalHole CH5 (AVG),[Cell] (CellBody) TotalRidge CH2 (AVG),[Cell] (CellBody) TotalRidge CH3 (AVG),[Cell] (CellBody) TotalRidge CH4 (AVG),[Cell] (CellBody) TotalRidge CH5 (AVG),[Cell] (CellBody) TotalValley CH2 (AVG),[Cell] (CellBody) TotalValley CH3 (AVG),[Cell] (CellBody) TotalValley CH4 (AVG),[Cell] (CellBody) TotalValley CH5 (AVG),[Cell] (CellBody) TotalEdge CH2 (AVG),[Cell] (CellBody) TotalEdge CH3 (AVG),[Cell] (CellBody) TotalEdge CH4 (AVG),[Cell] (CellBody) TotalEdge CH5 (AVG),[Cell] (CellBody) TotalSaddle CH2 (AVG),[Cell] (CellBody) TotalSaddle CH3 (AVG),[Cell] (CellBody) TotalSaddle CH4 (AVG),[Cell] (CellBody) TotalSaddle CH5 (AVG),[Cell] (CellBody) MeanPeak CH2 (AVG),[Cell] (CellBody) MeanPeak CH3 (AVG),[Cell] (CellBody) MeanPeak CH4 (AVG),[Cell] (CellBody) MeanPeak CH5 (AVG),[Cell] (CellBody) MeanHole CH2 (AVG),[Cell] (CellBody) MeanHole CH3 (AVG),[Cell] (CellBody) MeanHole CH4 (AVG),[Cell] (CellBody) MeanHole CH5 (AVG),[Cell] (CellBody) MeanRidge CH2 (AVG),[Cell] (CellBody) MeanRidge CH3 (AVG),[Cell] (CellBody) MeanRidge CH4 (AVG),[Cell] (CellBody) MeanRidge CH5 (AVG),[Cell] (CellBody) MeanValley CH2 (AVG),[Cell] (CellBody) MeanValley CH3 (AVG),[Cell] (CellBody) MeanValley CH4 (AVG),[Cell] (CellBody) MeanValley CH5 (AVG),[Cell] (CellBody) MeanEdge CH2 (AVG),[Cell] (CellBody) MeanEdge CH3 (AVG),[Cell] (CellBody) MeanEdge CH4 (AVG),[Cell] (CellBody) MeanEdge CH5 (AVG),[Cell] (CellBody) MeanSaddle CH2 (AVG),[Cell] (CellBody) MeanSaddle CH3 (AVG),[Cell] (CellBody) MeanSaddle CH4 (AVG),[Cell] (CellBody) MeanSaddle CH5 (AVG)
135,187,8,19,H,19,H-19,2021-03-30 01:07:54 +02:00,1,0,,243,188.9241,17.4175,54.1626,0.790619,1.255570,1.263919,216461.50,38933.57,47735.12,497.6561,89.1036,107.1655,534.852692,402.407998,619.461662,1335.875432,951.579139,1891.528118,1.230827,0.935795,1.408474,3.159450,2.211565,4.271827,251.4048,25.5664,73.1641,0.574412,1.728124,1.648945,48972.42,64243.57,23313.23,5546013.44,87.4781,112.1185,41.2070,9430.0735,23.37,5.43,1.77,6199.81,224.29,443.42,165.54,11988.82,34.979714,40.925485,58.349976,5.002371,33.259450,49.177843,64.521117,2.879173,108.177234,142.787563,194.622088,15.031451,103.256442,149.615026,196.020352,12.441696,207.808011,413.216188,416.124303,75.300803,64.061338,92.590264,120.413397,9.941227,0.058453,0.068901,0.097330,0.008649,0.055428,0.082311,0.107352,0.005338,0.180942,0.240093,0.324521,0.026411,0.172752,0.250916,0.326687,0.022378,0.364093,0.699493,0.703528,0.136245,0.107647,0.155672,0.200875,0.017642
144,188,8,20,H,20,H-20,2021-03-30 01:08:12 +02:00,1,0,,197,186.6768,17.2593,53.5241,0.784153,1.258289,1.279038,221218.50,39847.14,51586.25,500.9423,92.4248,115.9522,546.116596,392.987741,619.724885,1347.563364,935.988458,1868.064033,1.299674,0.920170,1.421248,3.286695,2.184395,4.258479,251.4544,24.9706,72.2907,0.567507,1.702705,1.620595,51134.29,70530.14,25122.47,5544058.31,91.1393,121.5187,43.7599,9417.6151,25.21,5.50,1.71,6224.52,228.46,465.24,170.00,12038.88,33.602802,39.182747,56.546084,4.989766,31.939214,47.394172,63.058810,2.975867,104.186071,137.483397,188.375695,15.151892,99.490550,144.336407,190.533637,12.660607,203.936768,413.077679,417.620979,76.198766,61.867992,89.257613,116.677976,10.030002,0.056434,0.066850,0.095632,0.008607,0.053616,0.080370,0.106424,0.005421,0.175661,0.234525,0.318723,0.026505,0.167716,0.245279,0.321753,0.022608,0.357287,0.701237,0.710977,0.136400,0.104766,0.151739,0.197121,0.017752
153,189,8,21,H,21,H-21,2021-03-30 01:08:30 +02:00,1,0,,181,186.0924,17.2432,53.7615,0.792837,1.255191,1.264035,208893.76,39968.33,48161.13,486.5557,95.4424,108.6300,531.718389,399.624022,625.398916,1324.442346,934.914100,1870.762329,1.240946,0.939600,1.430398,3.178379,2.205280,4.295783,246.3745,25.3952,72.7165,0.575485,1.748271,1.651399,49658.47,64214.83,23933.56,5417637.67,93.6852,113.9632,42.9937,9406.3860,24.45,4.46,1.54,6188.16,234.18,435.93,171.16,11938.67,34.050792,39.633886,56.696030,5.004997,32.639636,47.497053,62.652486,2.883931,105.557802,138.218491,188.575158,15.121239,101.083651,144.733331,190.192002,12.527827,205.062851,406.314149,411.882062,74.091146,62.744145,89.479808,117.016229,10.016635,0.057971,0.067989,0.096448,0.008857,0.055573,0.081322,0.106514,0.005403,0.180199,0.237225,0.320927,0.027105,0.172576,0.248234,0.323782,0.022898,0.366927,0.702199,0.711338,0.136959,0.107534,0.153782,0.199485,0.018118
162,190,8,22,H,22,H-22,2021-03-30 01:08:49 +02:00,1,0,,140,183.0256,17.2641,54.0793,0.781924,1.301468,1.286936,207553.76,39502.54,47519.84,484.5706,94.1654,110.2769,522.448223,408.845324,590.255889,1329.196417,948.225824,1791.571542,1.245553,0.977007,1.381911,3.238543,2.263319,4.160063,243.7040,24.7160,71.0851,0.574770,1.696412,1.638002,50423.65,63620.77,23503.04,5364392.64,92.5783,113.8730,42.3826,9422.5613,24.57,4.12,1.36,6118.11,233.27,443.93,172.59,11941.11,32.647488,39.116993,55.775808,5.098679,31.437745,48.031289,63.253797,3.082607,101.393675,137.686287,188.681147,15.385172,97.443309,145.313504,192.010957,12.955661,205.878932,408.121227,414.240241,76.101052,60.434711,89.463704,117.990216,10.233123,0.056713,0.068460,0.096329,0.009142,0.054650,0.083139,0.109038,0.005800,0.176763,0.239884,0.326208,0.027824,0.169980,0.252049,0.331444,0.023816,0.372001,0.709739,0.721836,0.141750,0.105738,0.155632,0.203970,0.018655
171,191,8,23,H,23,H-23,2021-03-30 01:09:06 +02:00,1,0,,230,184.2391,17.1647,53.5747,0.787642,1.271031,1.266347,208814.03,38610.91,46975.52,484.9575,89.7616,107.4575,520.667353,394.070022,597.843567,1299.728917,925.122953,1863.813328,1.229883,0.928186,1.386068,3.142170,2.172993,4.300465,243.1890,24.5815,70.6498,0.586257,1.672538,1.600557,48734.70,63559.75,23305.50,5344520.00,88.2071,113.7949,41.8745,9386.7171,24.14,4.95,1.54,6214.41,222.89,452.25,172.76,11929.79,32.877468,38.850903,55.033167,4.674529,31.360056,47.832764,62.193452,2.801862,101.520066,137.173780,185.649793,14.117007,97.186203,145.082806,188.487728,11.834938,200.904679,406.783549,409.255548,72.123119,60.164148,89.253598,116.093688,9.326181,0.057356,0.068148,0.095727,0.008342,0.054608,0.083335,0.108049,0.005354,0.177479,0.240524,0.322976,0.025651,0.169864,0.253492,0.327712,0.022037,0.361442,0.711223,0.716114,0.134101,0.105497,0.156217,0.201952,0.017153
179,194,9,2,I,2,I-02,2021-03-30 01:15:43 +02:00,1,0,,140,181.3581,17.1409,53.6423,0.771877,1.308313,1.282640,228614.67,43426.90,49766.39,542.4102,103.2481,111.2045,520.881849,402.859271,549.119536,1368.467311,967.419936,1753.131648,1.294825,0.982513,1.292652,3.542455,2.357287,4.090173,234.4859,23.3408,68.5997,0.614001,1.652069,1.547012,53738.84,66983.30,25104.46,5168527.33,103.5041,120.1493,46.0618,9379.3219,25.21,4.44,1.46,6170.51,260.31,468.91,178.59,12391.29,31.107896,37.550830,51.982170,4.649046,30.135452,44.947494,57.959502,3.151946,97.421848,130.362919,173.640723,14.573315,93.874000,136.650371,175.567150,12.765127,204.339483,381.882410,383.007179,76.485626,58.542874,84.198008,107.680798,9.860685,0.055863,0.070752,0.094957,0.008560,0.054385,0.083378,0.105828,0.006307,0.176308,0.244807,0.317737,0.027499,0.170390,0.254396,0.320853,0.024794,0.389949,0.694881,0.701761,0.147425,0.107007,0.157009,0.196975,0.018867
187,195,9,3,I,3,I-03,2021-03-30 01:15:25 +02:00,1,0,,283,184.9514,17.2142,53.8407,0.786696,1.287878,1.270530,224483.61,41305.57,47881.90,520.5920,96.9112,107.9304,522.200346,400.067074,577.727305,1343.966242,952.051372,1863.304958,1.233976,0.948011,1.336083,3.291339,2.252597,4.285313,244.7718,25.3132,73.1080,0.575889,1.784436,1.643682,52722.88,66377.06,25703.20,5390679.39,96.9010,116.9641,46.3607,9410.1459,25.05,4.01,1.43,6125.31,247.22,489.11,193.52,12284.33,32.637665,38.641783,53.727660,4.953241,31.139726,46.686031,60.107766,3.071116,101.310270,135.838467,179.632305,15.241900,96.999530,142.647873,182.050516,12.950105,204.837466,403.438900,404.655205,78.067603,60.536959,88.398926,111.760440,10.199620,0.056212,0.066950,0.092328,0.008755,0.053787,0.080944,0.103510,0.005834,0.174980,0.236067,0.309193,0.027432,0.167899,0.247829,0.313631,0.023901,0.369499,0.703940,0.704954,0.145455,0.105091,0.153745,0.192751,0.018555
196,196,9,4,I,4,I-04,2021-03-30 01:15:08 +02:00,1,0,,282,172.7422,16.6567,52.0060,0.784625,1.271822,1.277283,207120.86,36763.70,43352.03,522.5892,92.0320,105.2494,493.237094,357.414564,516.366551,1265.523834,867.073391,1734.839764,1.251105,0.904528,1.278640,3.314510,2.196398,4.270698,224.7182,23.5196,67.9194,0.592441,1.671893,1.600150,46814.11,61340.55,23608.68,4919251.48,92.7793,117.3599,45.8922,9336.9872,25.79,4.10,1.52,6333.82,230.46,491.48,194.23,12001.70,30.092927,37.035783,50.444585,4.129972,28.689717,45.096577,56.767149,2.583000,93.112742,130.335894,169.727108,12.779635,89.122358,137.158140,171.971995,10.881460,184.849367,374.871403,373.232533,68.015294,55.220986,84.620866,105.544956,8.584869,0.056183,0.070612,0.094884,0.007963,0.053716,0.085581,0.106936,0.005332,0.174617,0.248286,0.320120,0.025138,0.167412,0.260688,0.324318,0.021928,0.362286,0.710287,0.709383,0.136625,0.104054,0.161129,0.199317,0.017057
103,197,9,5,I,5,I-05,2021-03-30 01:14:49 +02:00,1,0,,225,194.3582,17.6109,55.2069,0.789670,1.274554,1.268462,234659.20,41177.82,48764.59,512.8090,91.6595,107.2353,538.618723,398.331666,597.649545,1328.617642,968.883368,1926.265453,1.211135,0.909917,1.341038,3.057529,2.196678,4.280689,263.7045,26.3541,76.4025,0.568716,1.806187,1.644449,53990.97,69472.68,26899.80,5740483.01,91.4695,116.2210,45.3476,9320.5665,24.38,4.36,1.58,6319.72,236.76,484.48,187.33,11983.25,35.643478,41.343609,57.603021,4.957605,34.344452,49.948343,64.654279,2.993987,110.428263,145.267467,193.570094,15.162996,106.090185,152.469115,196.397180,12.754809,217.546743,431.456266,432.404507,75.624822,65.368580,94.402656,120.741496,10.072594,0.057140,0.066249,0.091231,0.008292,0.054960,0.079993,0.102521,0.005247,0.177274,0.232937,0.307476,0.025564,0.170300,0.244524,0.312115,0.021842,0.364204,0.700745,0.700768,0.131526,0.105309,0.151547,0.192351,0.017098
111,198,9,6,I,6,I-06,2021-03-30 01:14:31 +02:00,1,0,,227,182.8902,17.2286,53.6678,0.773746,1.287257,1.285842,215157.08,37949.59,43862.00,508.7195,88.9755,98.8796,519.567993,370.181774,554.305418,1318.761081,910.184301,1835.425156,1.266759,0.889954,1.302296,3.339026,2.192196,4.280575,249.5462,25.8011,74.2772,0.560949,1.815049,1.708380,49731.80,64692.89,24282.66,5497598.94,88.8275,110.5519,42.0699,9406.2512,24.19,3.95,1.20,6212.50,228.12,474.23,181.19,12179.50,34.178793,41.416731,57.324106,4.932358,32.814806,50.029239,63.678389,2.966601,106.023143,145.340565,191.369610,15.198393,101.607904,152.229788,193.002848,12.847918,204.382967,413.153017,414.223785,77.416863,62.914425,94.021754,118.314003,10.196632,0.057526,0.071929,0.097977,0.008527,0.055373,0.086165,0.108476,0.005562,0.179282,0.251754,0.327109,0.026809,0.172222,0.262720,0.329453,0.023302,0.362521,0.705804,0.709000,0.140893,0.107086,0.162198,0.202055,0.018203
119,199,9,7,I,7,I-07,2021-03-30 01:14:13 +02:00,1,0,,240,189.4041,17.5676,54.5623,0.773626,1.282115,1.298283,227068.07,41585.25,51386.50,510.6943,94.6857,113.4342,533.607251,389.885620,604.308003,1302.100687,927.712649,1904.640651,1.223325,0.887975,1.360072,3.016879,2.111210,4.269024,256.2252,26.2484,75.2787,0.549602,1.810953,1.689430,53849.95,72565.27,26685.41,5637138.88,94.0056,122.3706,45.4315,9409.4035,25.50,4.59,1.58,6194.22,226.15,493.40,184.19,12048.09,34.365942,39.848591,56.103768,4.967447,32.432110,48.476408,62.869138,2.889903,105.687399,140.493767,187.555963,15.102291,100.573176,147.869593,190.117749,12.567383,206.028979,422.834696,421.809748,77.256763,62.459834,91.429226,116.680186,10.005421,0.056445,0.065788,0.092084,0.008431,0.053197,0.079895,0.103447,0.005168,0.173827,0.231875,0.308565,0.025855,0.165335,0.243894,0.313223,0.021889,0.350358,0.701675,0.701663,0.136566,0.102864,0.150846,0.192463,0.017255
127,200,9,8,I,8,I-08,2021-03-30 01:13:54 +02:00,1,0,,359,177.5702,16.8319,52.3833,0.785911,1.257178,1.267423,212423.43,38885.19,46660.45,518.4274,94.5022,109.9831,511.573970,369.430065,556.452138,1282.804208,877.185283,1798.334216,1.268174,0.912592,1.337928,3.280755,2.163676,4.311296,229.8209,23.5904,68.0406,0.605910,1.645162,1.572726,49000.50,65040.72,24487.31,5068112.74,94.9442,122.0923,46.6544,9412.9224,26.87,5.20,1.86,6229.35,231.20,488.06,192.87,12230.83,29.968248,37.117655,50.564655,4.273310,28.176671,45.194441,57.141173,2.661481,91.854422,130.715928,170.448811,13.189327,87.571924,137.564550,173.338314,11.233787,184.586065,383.822667,382.002988,72.237063,54.455871,85.097407,106.633251,8.830053,0.055090,0.069092,0.093098,0.008067,0.051848,0.083734,0.105195,0.005382,0.169264,0.242832,0.313883,0.025402,0.161508,0.255225,0.319168,0.022183,0.354995,0.711277,0.708343,0.142396,0.100651,0.157784,0.196355,0.017218
134,201,9,9,I,9,I-09,2021-03-30 01:13:37 +02:00,1,0,,259,190.9093,17.6448,55.1721,0.771301,1.315007,1.293056,223763.90,39727.68,47720.88,503.4470,89.9789,105.9963,538.497399,378.825857,583.305879,1336.725143,910.616095,1854.740963,1.239615,0.876170,1.316981,3.141968,2.097635,4.144439,256.2598,25.4366,73.8692,0.581969,1.754036,1.620370,51637.38,66546.02,25122.78,5606209.92,88.8759,113.2231,43.0221,9356.3632,24.48,4.44,1.33,6186.24,224.24,447.14,174.34,11981.52,34.349057,41.291736,58.016318,4.953928,32.969596,49.579204,64.569507,3.111984,106.364417,143.794631,193.730716,15.299695,101.989140,150.584179,195.593370,13.055598,204.842298,414.715558,420.189388,76.789631,63.298752,92.796965,119.859914,10.257077,0.056635,0.069407,0.095741,0.008395,0.054340,0.082915,0.106437,0.005525,0.175791,0.241435,0.319964,0.026154,0.168554,0.252131,0.322803,0.022707,0.352406,0.692807,0.700839,0.135927,0.104868,0.155391,0.197753,0.017668
142,202,9,10,I,10,I-10,2021-03-30 01:13:19 +02:00,1,0,,182,179.9953,16.7737,52.8907,0.802725,1.268479,1.236733,211178.58,40961.41,47835.31,503.3716,98.5607,111.1268,518.630701,399.711731,577.199395,1333.495940,939.412779,1810.239061,1.261479,0.976840,1.381151,3.340172,2.296441,4.295981,235.6637,23.9033,69.5161,0.599821,1.676073,1.548412,51249.10,63771.45,24184.41,5234065.19,97.2539,116.4799,45.1376,9484.8302,24.73,4.34,1.35,6075.36,248.93,462.45,177.21,12399.53,31.880914,37.822591,52.632922,4.958386,30.588129,45.737022,58.873298,3.085701,99.102598,132.574131,176.286179,15.254005,95.229063,139.286558,178.640757,13.019720,201.930867,393.749892,394.162913,77.905815,59.108467,85.793359,109.836593,10.215629,0.056948,0.068010,0.093206,0.009122,0.054835,0.082250,0.104841,0.006060,0.177803,0.238818,0.313532,0.028577,0.171232,0.250839,0.318198,0.024947,0.378722,0.714008,0.714833,0.150495,0.106673,0.154526,0.195740,0.019349
150,203,9,11,I,11,I-11,2021-03-30 01:13:01 +02:00,1,0,,282,182.9217,16.9855,53.0585,0.797140,1.250115,1.254317,213524.77,38073.35,45614.15,507.0606,89.5006,104.2807,519.161624,377.014923,578.045534,1302.686858,914.154188,1852.571744,1.252205,0.897912,1.352218,3.229763,2.171691,4.304286,236.3347,24.0631,68.7145,0.591586,1.631248,1.568572,47808.84,63149.63,23796.89,5169094.85,89.7786,114.7169,43.6975,9325.5733,25.16,4.58,1.75,6237.32,247.44,465.13,178.99,12019.03,31.743690,37.341555,51.639420,4.490048,30.245526,45.143212,57.756836,2.847250,98.122571,131.282962,173.109478,13.895007,93.954641,137.884432,175.523939,11.929751,194.069221,391.831978,389.032793,71.486785,58.346992,85.255021,108.211268,9.362916,0.056836,0.068089,0.092643,0.008208,0.054165,0.081604,0.103506,0.005547,0.175971,0.238470,0.310711,0.025838,0.168592,0.249558,0.314842,0.022673,0.359731,0.705097,0.701051,0.136421,0.104889,0.154304,0.194310,0.017569
158,204,9,12,I,12,I-12,2021-03-30 01:12:44 +02:00,1,0,,221,180.8808,17.0050,52.7822,0.784100,1.262653,1.282785,216015.52,39163.83,44337.38,524.2157,95.0876,103.5169,527.674222,382.213349,580.016458,1362.204110,916.397991,1798.029813,1.299458,0.934412,1.381633,3.479482,2.238716,4.215349,242.1063,24.8187,71.9562,0.589743,1.749436,1.608930,49585.43,62011.69,22588.22,5342773.59,94.5584,111.3176,41.9742,9437.9316,25.49,5.29,1.90,6347.35,235.68,435.51,163.85,12376.51,32.804953,40.852196,56.745669,4.658125,31.232204,48.115359,62.135214,2.794789,101.421185,141.155550,188.008284,14.364204,96.936061,146.658966,188.460265,12.112724,197.567992,395.913486,397.235067,73.716298,60.311868,90.747920,116.002998,9.595652,0.056804,0.072437,0.098061,0.008367,0.054273,0.084224,0.107442,0.005593,0.176366,0.248616,0.325352,0.026632,0.168827,0.257092,0.326310,0.023315,0.365276,0.692619,0.698113,0.142875,0.105395,0.159149,0.201415,0.018112
166,205,9,13,I,13,I-13,2021-03-30 01:12:26 +02:00,1,0,,215,189.4510,17.5869,55.0279,0.772019,1.298225,1.298144,212599.60,39775.85,45353.22,483.2955,91.0265,100.7051,541.868106,384.467791,605.658890,1363.473866,910.190507,1884.132915,1.256476,0.884270,1.378100,3.232077,2.077032,4.238255,247.1381,25.3238,72.1929,0.565037,1.713418,1.670326,50010.97,62276.00,22681.82,5443965.90,89.4977,108.3494,39.9910,9408.8998,24.40,4.61,1.42,6213.10,221.40,427.94,159.61,12036.94,33.630645,41.065688,57.196592,4.798651,31.795979,48.507627,62.705862,2.872627,103.480691,142.267796,188.855706,14.643225,98.650603,147.908211,189.885085,12.303036,199.219593,405.000527,403.009652,75.896709,61.179365,91.556573,116.627895,9.757849,0.057675,0.071256,0.098109,0.008465,0.054514,0.083668,0.107382,0.005370,0.177880,0.246906,0.324421,0.026266,0.169548,0.255828,0.325922,0.022518,0.351112,0.699439,0.696507,0.138698,0.105348,0.158636,0.200482,0.017706
174,206,9,14,I,14,I-14,2021-03-30 01:12:08 +02:00,1,0,,270,186.7254,17.3362,54.4297,0.784976,1.289847,1.276354,217013.04,38477.96,43444.92,500.3098,87.8364,97.7927,534.081376,362.825150,592.025948,1363.063458,893.355620,1850.690895,1.261982,0.853523,1.366276,3.307940,2.094815,4.227631,249.4449,25.4853,73.5665,0.575233,1.774794,1.656038,49568.20,60987.03,23046.35,5468201.84,87.2839,105.6806,40.3726,9358.7888,24.50,4.05,1.33,6223.07,233.36,413.29,160.29,12156.19,33.777625,41.442332,57.416707,4.813691,32.389247,48.848646,63.106431,3.010444,104.547295,143.444534,190.763667,14.770600,100.254790,148.994538,191.744152,12.563636,200.731210,403.522729,405.360121,76.152036,61.947362,92.188148,117.837017,9.843062,0.057186,0.071404,0.097573,0.008389,0.055143,0.084192,0.107381,0.005724,0.177966,0.246864,0.324088,0.026388,0.171116,0.256336,0.325972,0.023163,0.355548,0.694354,0.696801,0.139634,0.106062,0.158593,0.200153,0.017852
182,207,9,15,I,15,I-15,2021-03-30 01:11:50 +02:00,1,0,,268,188.3458,17.2786,54.1784,0.797242,1.260447,1.252001,219201.63,41694.79,45939.97,508.0601,97.7202,103.9153,527.653622,393.159397,605.240100,1329.931679,932.678986,1855.544044,1.226125,0.923322,1.383839,3.183603,2.181569,4.225281,251.4127,25.6890,73.9483,0.564492,1.770678,1.631623,52934.26,63040.29,24363.94,5530121.43,97.4062,110.5881,43.4156,9420.2095,25.88,4.44,1.53,6174.04,241.28,432.29,166.96,12145.40,33.956957,39.667598,55.781555,5.054836,32.256612,47.220289,61.965789,3.001205,105.044397,137.920705,185.796811,15.203239,100.311459,143.934449,187.782970,12.675592,205.841805,408.183674,411.915344,76.698111,62.443620,88.961208,115.316863,10.020929,0.056522,0.066276,0.092045,0.008894,0.053560,0.078779,0.102540,0.005671,0.175070,0.231017,0.307095,0.027190,0.167224,0.240889,0.311009,0.023257,0.362549,0.692814,0.697159,0.141648,0.104475,0.149142,0.191117,0.018133
190,208,9,16,I,16,I-16,2021-03-30 01:11:32 +02:00,1,0,,147,174.2088,16.6560,51.9104,0.789943,1.262322,1.276804,194204.43,35920.78,43414.90,481.7695,87.6120,103.6074,513.151481,377.899806,603.356440,1303.901356,868.824818,1826.438632,1.302053,0.943466,1.472723,3.418323,2.185139,4.453961,222.9323,23.5557,66.8877,0.593155,1.638668,1.599377,44066.47,57889.66,21146.35,4930883.88,87.1031,111.0738,41.1645,9410.4241,24.62,4.95,1.52,6412.24,210.03,431.17,164.35,12001.98,30.668113,37.198274,50.465603,4.313740,28.555965,44.018534,55.868146,2.528634,94.143030,129.170474,169.067983,13.000919,89.031581,134.248985,170.305743,10.821315,181.778262,374.918616,372.391993,68.637120,55.471306,82.992362,104.847215,8.584852,0.058034,0.072333,0.096379,0.008289,0.054301,0.085325,0.107290,0.005358,0.178835,0.250781,0.323953,0.025677,0.169674,0.260416,0.326829,0.022138,0.360259,0.719016,0.716049,0.138827,0.105970,0.160980,0.201505,0.017259
104,209,9,17,I,17,I-17,2021-03-30 01:11:14 +02:00,1,0,,156,184.0835,17.1577,53.9930,0.791420,1.286343,1.263948,217897.36,38250.47,44667.77,515.7772,90.3159,99.7437,523.404952,378.907012,593.573504,1340.152608,899.593418,1791.642309,1.241326,0.901811,1.370037,3.289206,2.144480,4.129256,240.8664,24.5265,71.0130,0.585304,1.698901,1.580458,47441.40,60302.37,22388.16,5304945.96,89.0405,105.4276,39.8264,9396.6651,23.63,3.67,1.40,6130.51,222.47,417.50,160.40,12078.85,33.262711,38.757812,54.956442,4.741001,31.965236,46.765295,61.447683,3.038767,102.899697,135.249017,184.466651,14.538947,98.625075,142.041339,186.827916,12.461178,196.820540,398.663311,402.735293,74.932208,60.927312,87.635885,115.098435,9.715494,0.058089,0.069362,0.097065,0.008550,0.056103,0.083015,0.107969,0.005874,0.180605,0.241306,0.324980,0.026790,0.173592,0.252624,0.328638,0.023545,0.363287,0.700560,0.708168,0.141690,0.107421,0.155726,0.202271,0.018147
112,210,9,18,I,18,I-18,2021-03-30 01:10:57 +02:00,1,0,,293,188.6150,17.3568,54.1419,0.786023,1.279720,1.279939,219047.18,39422.18,49681.16,500.7650,91.1341,112.3443,539.957977,388.510271,602.034331,1335.019420,922.529147,1871.894976,1.258887,0.907524,1.378836,3.209059,2.154220,4.257744,244.5912,24.5208,70.6898,0.591486,1.683294,1.601976,49234.56,66522.52,24297.81,5413762.58,90.6981,119.4151,44.3621,9467.6327,25.20,4.90,1.53,6209.79,225.38,469.04,178.22,12205.60,32.834228,39.505182,55.463252,4.720844,30.903448,47.117130,61.413657,2.879073,100.899796,137.516219,184.724133,14.443716,95.933257,143.602622,186.189511,12.206105,194.888038,401.434820,403.421657,76.073679,59.505785,88.887436,114.241856,9.639110,0.056383,0.068250,0.094344,0.008436,0.052926,0.081033,0.104751,0.005516,0.173504,0.237608,0.315475,0.026284,0.164855,0.247763,0.318332,0.022788,0.350882,0.701296,0.705134,0.142655,0.102712,0.153776,0.195643,0.017767
