ID,WellID,Row,Column,RowName,ColumnName,WellName,DateTime,Timepoint,ElapsedTime,Description,[Cell] Count,[Cell] (Nuc2) Area (AVG),[Cell] (Nuc2) Diameter (AVG),[Cell] (Nuc2) Circumference (AVG),[Cell] (Nuc2) Circularity (AVG),[Cell] (Nuc2) Compactness (AVG),[Cell] (Nuc2) Anisometry (AVG),[Cell] (Nuc2) TotalIntensity CH1 (AVG),[Cell] (Nuc2) TotalIntensity CH2 (AVG),[Cell] (Nuc2) TotalIntensity CH3 (AVG),[Cell] (Nuc2) MeanIntensity CH1 (AVG),[Cell] (Nuc2) MeanIntensity CH2 (AVG),[Cell] (Nuc2) MeanIntensity CH3 (AVG),[Cell] (Nuc2) TotalPeak CH1 (AVG),[Cell] (Nuc2) TotalPeak CH2 (AVG),[Cell] (Nuc2) TotalPeak CH3 (AVG),[Cell] (Nuc2) TotalRidge CH1 (AVG),[Cell] (Nuc2) TotalRidge CH2 (AVG),[Cell] (Nuc2) TotalRidge CH3 (AVG),[Cell] (Nuc2) MeanPeak CH1 (AVG),[Cell] (Nuc2) MeanPeak CH2 (AVG),[Cell] (Nuc2) MeanPeak CH3 (AVG),[Cell] (Nuc2) MeanRidge CH1 (AVG),[Cell] (Nuc2) MeanRidge CH2 (AVG),[Cell] (Nuc2) MeanRidge CH3 (AVG),[Cell] (CellBody) Area (AVG),[Cell] (CellBody) Diameter (AVG),[Cell] (CellBody) Circumference (AVG),[Cell] (CellBody) Circularity (AVG),[Cell] (CellBody) Compactness (AVG),[Cell] (CellBody) Anisometry (AVG),[Cell] (CellBody) TotalIntensity CH2 (AVG),[Cell] (CellBody) TotalIntensity CH3 (AVG),[Cell] (CellBody) TotalIntensity CH4 (AVG),[Cell] (CellBody) TotalIntensity CH5 (AVG),[Cell] (CellBody) MeanIntensity CH2 (AVG),[Cell] (CellBody) MeanIntensity CH3 (AVG),[Cell] (CellBody) MeanIntensity CH4 (AVG),[Cell] (CellBody) MeanIntensity CH5 (AVG),[Cell] (CellBody) MinIntensity CH2 (AVG),[Cell] (CellBody) MinIntensity CH3 (AVG),[Cell] (CellBody) MinIntensity CH4 (AVG),[Cell] (CellBody) MinIntensity CH5 (AVG),[Cell] (CellBody) MaxIntensity CH2 (AVG),[Cell] (CellBody) MaxIntensity CH3 (AVG),[Cell] (CellBody) MaxIntensity CH4 (AVG),[Cell] (CellBody) MaxIntensity CH5 (AVG),[Cell] (CellBody) TotalPeak CH2 (AVG),[Cell] (CellBody) TotalPeak CH3 (AVG),[Cell] (CellBody) TotalPeak CH4 (AVG),[Cell] (CellBody) TotalPeak CH5 (AVG),[Cell] (CellBody) TotalHole CH2 (AVG),[Cell] (CellBody) TotalHole CH3 (AVG),[Cell] (CellBody) TotalHole CH4 (AVG),[Cell] (CellBody) TotalHole CH5 (AVG),[Cell] (CellBody) TotalRidge CH2 (AVG),[Cell] (CellBody) TotalRidge CH3 (AVG),[Cell] (CellBody) TotalRidge CH4 (AVG),[Cell] (CellBody) TotalRidge CH5 (AVG),[Cell] (CellBody) TotalValley CH2 (AVG),[Cell] (CellBody) TotalValley CH3 (AVG),[Cell] (CellBody) TotalValley CH4 (AVG),[Cell] (CellBody) TotalValley CH5 (AVG),[Cell] (CellBody) TotalEdge CH2 (AVG),[Cell] (CellBody) TotalEdge CH3 (AVG),[Cell] (CellBody) TotalEdge CH4 (AVG),[Cell] (CellBody) TotalEdge CH5 (AVG),[Cell] (CellBody) TotalSaddle CH2 (AVG),[Cell] (CellBody) TotalSaddle CH3 (AVG),[Cell] (CellBody) TotalSaddle CH4 (AVG),[Cell] (CellBody) TotalSaddle CH5 (AVG),[Cell] (CellBody) MeanPeak CH2 (AVG),[Cell] (CellBody) MeanPeak CH3 (AVG),[Cell] (CellBody) MeanPeak CH4 (AVG),[Cell] (CellBody) MeanPeak CH5 (AVG),[Cell] (CellBody) MeanHole CH2 (AVG),[Cell] (CellBody) MeanHole CH3 (AVG),[Cell] (CellBody) MeanHole CH4 (AVG),[Cell] (CellBody) MeanHole CH5 (AVG),[Cell] (CellBody) MeanRidge CH2 (AVG),[Cell] (CellBody) MeanRidge CH3 (AVG),[Cell] (CellBody) MeanRidge CH4 (AVG),[Cell] (CellBody) MeanRidge CH5 (AVG),[Cell] (CellBody) MeanValley CH2 (AVG),[Cell] (CellBody) MeanValley CH3 (AVG),[Cell] (CellBody) MeanValley CH4 (AVG),[Cell] (CellBody) MeanValley CH5 (AVG),[Cell] (CellBody) MeanEdge CH2 (AVG),[Cell] (CellBody) MeanEdge CH3 (AVG),[Cell] (CellBody) MeanEdge CH4 (AVG),[Cell] (CellBody) MeanEdge CH5 (AVG),[Cell] (CellBody) MeanSaddle CH2 (AVG),[Cell] (CellBody) MeanSaddle CH3 (AVG),[Cell] (CellBody) MeanSaddle CH4 (AVG),[Cell] (CellBody) MeanSaddle CH5 (AVG)
16,80,4,8,D,8,D-08,2021-03-30 00:38:43 +02:00,1,0,,62,178.9958,16.4637,52.1310,0.827064,1.236497,1.197686,215198.71,61013.15,73177.35,511.3316,142.2853,169.1453,501.377008,482.428014,614.659234,1292.888124,1110.594213,1863.934610,1.211469,1.157922,1.465910,3.180371,2.665925,4.468479,211.1477,19.8803,59.2701,0.715544,1.359611,1.295076,71364.95,90819.19,32173.26,4767488.92,142.4640,179.2106,63.9388,9631.3748,33.31,9.74,3.06,5991.53,348.90,649.68,239.58,12670.87,23.864829,26.073324,37.626028,4.613811,22.454082,33.555334,43.588512,2.996571,74.505073,95.545539,129.694621,14.143348,71.505175,103.341954,133.887850,12.229247,198.448290,352.601519,349.931537,79.343272,45.809754,64.565114,83.214338,9.501581,0.048521,0.053120,0.076544,0.009339,0.045564,0.068216,0.088582,0.006185,0.151259,0.194435,0.263600,0.028702,0.145158,0.210187,0.272027,0.024996,0.405894,0.713831,0.707615,0.164222,0.092982,0.131291,0.169013,0.019326
25,81,4,9,D,9,D-09,2021-03-30 00:39:00 +02:00,1,0,,60,171.4475,15.8298,50.3271,0.857529,1.191310,1.147447,208755.87,49647.68,71163.02,510.7137,124.0879,173.4810,495.490169,474.000756,638.491248,1254.177716,1057.948542,1766.294553,1.260545,1.185587,1.585095,3.175900,2.632837,4.371386,192.7084,17.8100,54.3980,0.774155,1.240510,1.204415,55928.07,83062.53,29471.40,4434176.83,124.0752,180.2808,64.3870,9809.1832,31.02,12.30,3.67,6003.07,295.92,558.57,211.42,12935.47,22.748875,23.323295,33.250769,4.321364,20.898333,28.514037,37.596936,2.830604,70.140136,83.950857,113.009308,13.328208,66.474583,88.808855,115.889571,11.547650,178.661174,309.702883,312.536747,77.609001,42.385397,56.321974,72.451280,8.979185,0.050561,0.051809,0.073522,0.009676,0.046202,0.062704,0.082651,0.006441,0.155681,0.185622,0.249103,0.029978,0.147162,0.195623,0.254981,0.026145,0.399128,0.686930,0.691004,0.176607,0.093942,0.124088,0.159419,0.020240
33,82,4,10,D,10,D-10,2021-03-30 00:39:18 +02:00,1,0,,75,176.8903,16.2132,51.6416,0.851226,1.211831,1.157861,215485.16,61257.65,76467.04,516.0439,145.2873,181.9337,514.344261,526.567298,632.285235,1289.038142,1166.043469,1792.561468,1.256547,1.274121,1.536362,3.173457,2.825108,4.357930,207.0580,19.3519,58.4971,0.725150,1.330951,1.273280,70103.95,90288.96,32140.59,4723766.39,143.1769,184.8818,65.8214,9749.2593,33.76,11.20,3.47,5871.73,346.99,625.81,226.41,12623.17,23.753699,25.027770,36.295729,4.639069,21.972566,30.797209,41.735475,3.074902,73.884693,89.743593,124.147508,14.163962,70.264262,95.226814,127.794091,12.266865,198.576322,335.223527,340.224038,79.319354,44.901483,59.767209,79.480517,9.540851,0.049016,0.051807,0.074474,0.009708,0.045264,0.063543,0.085377,0.006438,0.152448,0.185876,0.254900,0.029585,0.144906,0.196960,0.262083,0.025662,0.412515,0.694028,0.700994,0.167644,0.092771,0.123791,0.163134,0.019931
41,83,4,11,D,11,D-11,2021-03-30 00:39:36 +02:00,1,0,,80,169.9752,16.0777,50.4688,0.828344,1.208575,1.204866,211027.95,50855.64,71070.88,520.7422,125.3940,175.2750,505.852111,457.696346,596.400415,1277.335257,1069.649257,1737.741277,1.279488,1.152282,1.495701,3.213945,2.691709,4.385523,198.0555,18.8866,57.0657,0.724718,1.324943,1.259804,58392.46,85359.40,29534.74,4556833.80,124.3067,182.4535,63.1945,9820.7698,29.63,9.83,3.16,6038.04,314.74,638.55,224.41,12850.98,23.327409,24.553026,34.152775,4.498476,21.583329,30.711381,39.265101,2.821840,71.820165,89.507957,118.309320,13.774412,68.384390,95.469751,121.371238,11.809437,186.320129,322.937752,318.658998,78.456229,43.121056,60.068302,76.098828,9.261208,0.050405,0.052625,0.073368,0.009813,0.046370,0.065949,0.084431,0.006167,0.154940,0.192083,0.254224,0.029971,0.147121,0.205110,0.261114,0.025726,0.402413,0.698125,0.688713,0.172453,0.092931,0.128972,0.163636,0.020168
48,84,4,12,D,12,D-12,2021-03-30 00:39:53 +02:00,1,0,,51,177.6657,16.5882,52.2724,0.817812,1.243210,1.197847,226515.90,54968.45,72733.78,541.0124,130.8224,176.0864,510.525807,492.347792,620.579545,1309.130807,1115.208740,1805.608444,1.241762,1.191240,1.508245,3.191797,2.712227,4.389055,205.5299,19.0731,57.7695,0.744646,1.333921,1.242829,63339.37,87937.53,31137.75,4684603.73,130.2903,184.4017,65.3329,9746.7207,35.08,12.67,3.92,6050.39,317.39,643.10,235.49,12871.31,23.356727,25.416615,36.364906,4.550131,21.480392,31.408002,41.788832,3.052037,72.459541,92.324908,124.745060,13.984808,68.830274,98.150866,128.608972,12.158426,188.986594,332.566692,334.655590,79.205575,44.007645,62.210248,80.279835,9.372931,0.048900,0.052822,0.075413,0.009674,0.044860,0.065334,0.086668,0.006636,0.151817,0.192567,0.259445,0.030010,0.144084,0.204757,0.267563,0.026353,0.397021,0.696904,0.700212,0.171554,0.092252,0.129936,0.167462,0.020258
57,85,4,13,D,13,D-13,2021-03-30 00:40:11 +02:00,1,0,,67,174.2628,16.1118,51.0171,0.845689,1.200402,1.171555,207518.43,53457.78,68140.55,504.0055,128.3846,166.3562,513.622430,478.408662,639.488069,1285.656604,1051.407684,1814.353031,1.275623,1.170527,1.577379,3.212799,2.583580,4.452370,200.0805,18.6458,56.6687,0.751711,1.302684,1.254157,61171.81,81652.60,28297.67,4570970.90,128.5927,173.5593,59.9078,9747.2238,33.27,9.61,2.93,6111.79,290.04,592.30,211.34,12694.22,23.282835,25.885737,36.514592,4.395121,20.616199,31.095449,40.885987,2.643525,70.694384,92.287168,123.266703,13.183524,66.180024,96.835144,125.433163,11.151588,176.459367,327.019452,325.331538,75.804092,42.284445,60.899084,77.607014,8.864220,0.049823,0.054934,0.077623,0.009491,0.044182,0.066156,0.087326,0.005811,0.151383,0.196482,0.263262,0.028505,0.141725,0.206343,0.268168,0.024268,0.379007,0.699165,0.695980,0.166269,0.090526,0.129922,0.166132,0.019198
65,86,4,14,D,14,D-14,2021-03-30 00:40:28 +02:00,1,0,,33,184.2478,16.6557,53.1013,0.838076,1.227647,1.182835,223068.03,56697.09,76575.85,517.6506,128.6912,174.8181,525.704153,513.586255,625.887676,1343.566453,1150.013742,1884.703071,1.226976,1.185273,1.449686,3.158901,2.669372,4.407803,205.3669,18.1949,56.5920,0.790793,1.255016,1.191099,64012.64,87510.42,30814.67,4702273.88,130.0063,180.0394,63.3430,9752.2383,31.45,8.42,2.64,5729.48,308.15,651.00,230.82,12954.39,25.126932,25.431219,36.962423,4.978627,23.763285,32.266656,43.044614,3.452111,78.600306,92.570978,127.555986,15.455659,75.505479,99.333796,131.874541,13.596826,198.667725,343.372869,346.851484,84.098993,48.287782,62.334374,81.516645,10.523914,0.052479,0.053005,0.076943,0.010381,0.049654,0.067376,0.089813,0.007333,0.164064,0.193358,0.265973,0.032423,0.157527,0.207647,0.275175,0.028738,0.411386,0.716847,0.722535,0.177409,0.100573,0.130070,0.170043,0.022181
74,87,4,15,D,15,D-15,2021-03-30 00:40:45 +02:00,1,0,,57,182.2465,16.5063,52.4750,0.841802,1.223450,1.182149,228405.02,59978.09,76513.25,536.9916,139.1660,178.0756,534.276373,530.195683,671.122834,1363.781652,1148.954875,1854.423264,1.276361,1.254959,1.573020,3.292929,2.744314,4.420619,200.8069,18.3482,55.9462,0.775105,1.264057,1.242671,65437.49,85814.84,30160.09,4606859.98,138.4950,181.1146,63.8751,9750.7049,36.32,11.49,3.65,5945.33,312.18,592.14,214.72,13084.91,23.102621,25.122752,35.480642,4.347718,20.814945,30.946399,40.148951,2.976820,71.130128,90.508347,120.629277,13.633279,67.072339,95.980513,123.514839,11.981812,181.033393,323.644794,321.062565,80.871668,42.981662,60.223972,77.081996,9.305170,0.049298,0.053487,0.075260,0.009273,0.044718,0.066709,0.086003,0.006595,0.152374,0.194244,0.257760,0.029439,0.144061,0.206751,0.264763,0.026230,0.393733,0.698119,0.691406,0.175804,0.092206,0.129813,0.165339,0.020231
81,88,4,16,D,16,D-16,2021-03-30 00:41:03 +02:00,1,0,,47,179.4325,16.4199,52.1126,0.841775,1.213313,1.176241,208647.89,56293.34,74351.66,491.5408,133.2097,175.1587,511.640477,521.307322,626.692614,1297.359985,1110.693146,1865.885725,1.227420,1.247176,1.494478,3.120126,2.652419,4.449400,202.2043,19.1827,57.9088,0.720100,1.334185,1.256208,62591.87,85104.36,30350.72,4572431.09,131.9654,178.7054,63.6741,9630.6720,31.68,8.96,2.91,5890.04,297.72,626.83,224.74,12733.06,23.648689,24.743723,35.201708,4.488130,21.722495,31.519556,40.769038,3.127778,72.562556,91.529881,121.630088,13.936952,69.031445,98.645318,125.583670,12.374040,186.794526,338.322495,335.180441,79.356900,43.926771,62.015704,78.097767,9.461663,0.049796,0.052224,0.074260,0.009538,0.045739,0.066716,0.086030,0.006778,0.152834,0.193500,0.256343,0.029804,0.145394,0.208711,0.264722,0.026645,0.395527,0.715892,0.708638,0.170334,0.092588,0.131293,0.164580,0.020308
90,89,4,17,D,17,D-17,2021-03-30 00:41:21 +02:00,1,0,,62,170.4777,15.8551,50.3140,0.855372,1.193636,1.162970,210491.37,54641.53,70358.71,523.3211,134.8734,174.3230,499.181095,467.182435,597.564167,1276.439523,1055.502617,1774.787701,1.269788,1.175037,1.511165,3.254932,2.647371,4.473790,190.9842,17.9376,54.9246,0.766268,1.274308,1.235113,61259.58,81583.68,28600.89,4356990.97,134.8970,181.1864,63.4149,9732.0505,31.73,10.94,2.87,5755.95,317.60,621.92,221.39,13213.23,22.379153,24.085607,33.759620,4.213973,20.599494,30.334838,38.988080,3.316544,68.643109,88.107602,116.637823,13.663676,65.041662,94.198961,120.138912,12.627496,183.191199,323.717185,316.760688,80.475126,41.411142,59.166988,74.881230,9.479370,0.050171,0.054010,0.075532,0.009526,0.045889,0.067546,0.086873,0.007542,0.153712,0.197110,0.260779,0.030910,0.145302,0.210205,0.268250,0.028644,0.409918,0.724046,0.708670,0.182757,0.092647,0.132281,0.167387,0.021459
97,90,4,18,D,18,D-18,2021-03-30 00:41:38 +02:00,1,0,,43,183.6443,16.2903,52.1666,0.870016,1.187457,1.139837,221931.84,58604.28,79105.44,512.1222,134.1483,181.5567,529.406637,504.350409,627.867334,1313.892030,1101.543397,1837.395165,1.233170,1.163181,1.451477,3.089519,2.554428,4.302436,211.9756,19.4055,58.7630,0.732254,1.316008,1.223605,67341.12,94729.09,33005.33,4843772.21,133.1930,188.5551,66.1050,9738.6499,33.67,9.88,3.33,5854.72,309.26,659.84,232.42,12494.67,24.844304,26.735961,37.581461,4.754220,22.335923,32.899479,42.337884,3.029835,75.823602,95.900549,126.888506,14.505732,71.230568,101.659652,129.294056,12.491016,192.041798,345.611176,340.989698,79.981729,45.416842,63.825754,80.628163,9.797421,0.050220,0.053741,0.075629,0.009634,0.045257,0.066500,0.085419,0.006299,0.153456,0.193924,0.255633,0.029530,0.144205,0.205817,0.260629,0.025650,0.388064,0.700663,0.689738,0.165412,0.091937,0.129360,0.162457,0.020012
6,91,4,19,D,19,D-19,2021-03-30 00:41:56 +02:00,1,0,,55,169.0972,15.8894,49.9846,0.838830,1.192544,1.171696,213868.45,55983.98,70116.13,532.3745,136.0150,172.5373,501.940502,477.406670,598.266400,1252.404272,1049.165887,1675.480317,1.289711,1.204920,1.521229,3.213365,2.653739,4.285411,192.8862,18.2026,55.3722,0.745411,1.285969,1.236779,63538.25,84090.31,30162.91,4409529.13,136.9212,183.8972,65.9382,9756.9669,34.71,10.05,3.20,5924.96,322.73,621.93,227.22,12802.98,22.201645,24.064542,33.698475,4.285678,19.712548,28.495325,37.329888,2.920306,67.641797,85.957595,114.390664,13.251489,63.313156,89.543377,116.246759,11.616994,176.232263,303.754276,304.533780,76.726049,40.713179,56.788646,73.187769,8.938644,0.049465,0.053661,0.075019,0.009573,0.043808,0.063610,0.083218,0.006586,0.150824,0.191949,0.255377,0.029795,0.140950,0.199987,0.259353,0.026210,0.392058,0.677900,0.680532,0.173664,0.090817,0.126970,0.163644,0.020144
14,92,4,20,D,20,D-20,2021-03-30 00:42:14 +02:00,1,0,,32,171.4289,16.1430,51.7472,0.822025,1.307515,1.216775,214189.72,64590.56,69814.91,521.0739,165.3598,175.5679,525.508967,496.841169,594.080618,1307.551492,1126.483550,1702.191242,1.325872,1.237421,1.474200,3.298743,2.800182,4.215407,200.7689,18.1930,56.4622,0.777876,1.284254,1.208667,76388.03,85842.56,32221.88,4599044.25,163.7913,183.5109,68.7960,9784.8973,33.47,11.56,4.38,6013.19,396.78,626.88,248.66,12641.56,22.655238,25.027660,34.511021,4.533410,21.408811,30.115195,38.837538,3.050001,70.748139,89.254888,119.558262,13.975675,67.798827,94.215763,121.199044,12.231107,195.905139,322.069965,319.894005,78.007010,43.291498,59.355672,76.728010,9.495543,0.048445,0.053147,0.072913,0.009764,0.045806,0.064104,0.082396,0.006585,0.151563,0.190059,0.253387,0.030047,0.145262,0.200580,0.257212,0.026308,0.421803,0.689000,0.682958,0.169892,0.092742,0.126425,0.162986,0.020383
22,93,4,21,D,21,D-21,2021-03-30 00:42:32 +02:00,1,0,,51,175.4312,16.0208,51.2638,0.861741,1.204580,1.132721,224224.82,54984.92,76207.84,538.1492,130.3096,183.4708,504.301185,500.438545,623.147257,1309.804673,1111.699516,1789.403156,1.237711,1.218544,1.520797,3.222581,2.699145,4.377606,194.3659,17.6795,54.5738,0.791324,1.232281,1.183746,60640.20,86991.29,30368.59,4480444.06,129.8562,190.4405,66.7415,9828.1194,31.25,11.31,3.24,5923.94,314.00,659.20,242.25,13180.71,22.959848,24.863871,34.470182,4.363218,21.259838,30.915354,40.222614,3.319382,71.483377,89.791451,119.743705,14.027340,68.000747,95.356283,123.626490,12.836825,187.156177,328.096226,326.478074,83.105723,43.322223,59.763094,76.937031,9.699265,0.050454,0.054499,0.075448,0.009609,0.046657,0.067414,0.087973,0.007422,0.157031,0.196741,0.262150,0.031064,0.149195,0.208465,0.270412,0.028577,0.408826,0.719890,0.717382,0.185866,0.094976,0.130959,0.168336,0.021527
30,94,4,22,D,22,D-22,2021-03-30 00:42:50 +02:00,1,0,,42,169.2364,15.8788,50.2151,0.843490,1.196002,1.164708,233117.19,61684.60,75114.12,606.2999,159.0220,189.9855,491.179319,515.413107,610.368107,1381.129875,1134.017385,1750.926178,1.255655,1.311048,1.549305,3.608538,2.907788,4.466501,192.7954,18.6893,56.4555,0.728853,1.332500,1.281602,68530.74,86167.50,31394.74,4464941.02,156.9867,192.7774,71.0797,9899.1177,31.83,9.24,3.62,5672.88,356.31,663.98,233.79,13427.64,22.269953,23.541383,33.626916,4.482370,20.837732,30.069439,38.930371,3.441020,69.686351,86.749414,115.756021,14.236834,66.414767,93.631667,119.446887,12.971179,196.554940,329.196371,324.647141,85.171620,42.484065,58.648483,74.543987,9.777634,0.048847,0.051712,0.073059,0.010044,0.045832,0.066440,0.084899,0.008036,0.153665,0.191831,0.252713,0.032433,0.146570,0.207529,0.261269,0.030022,0.443300,0.735535,0.722686,0.197281,0.093895,0.130040,0.163352,0.022469
38,95,4,23,D,23,D-23,2021-03-30 00:43:07 +02:00,1,0,,39,168.2660,15.8045,50.1264,0.848095,1.197340,1.154509,209221.59,50703.77,68530.13,525.7274,127.7363,174.4617,497.391742,489.280659,615.840592,1314.390994,1133.257606,1732.869506,1.263120,1.242082,1.572418,3.331573,2.885664,4.412968,189.3960,17.6182,53.9519,0.782353,1.235890,1.204289,56629.82,79782.15,29296.00,4395457.18,126.1097,180.2894,65.9009,9903.7862,32.56,12.31,4.44,6066.18,312.64,604.00,225.62,13146.31,21.978657,23.257774,32.349533,4.354851,20.663569,28.304217,36.867941,2.936829,68.661342,83.830903,111.811497,13.492348,65.764752,88.393147,114.483930,11.807140,182.572184,305.704402,306.246026,78.341381,41.942169,56.207424,72.195929,9.148032,0.049571,0.052128,0.072384,0.009931,0.046571,0.063394,0.082523,0.006703,0.155047,0.188176,0.250986,0.030740,0.148429,0.198432,0.257023,0.026921,0.413183,0.689539,0.690433,0.179346,0.094738,0.126406,0.162333,0.020848
46,98,5,2,E,2,E-02,2021-03-30 00:49:36 +02:00,1,0,,66,182.1797,16.4660,52.5316,0.846224,1.216018,1.167460,229557.38,59296.38,73443.48,538.6262,137.5973,170.0855,529.016093,526.906939,645.679251,1362.033342,1145.769047,1952.865326,1.250213,1.237497,1.507660,3.265477,2.685511,4.548085,206.9067,18.7287,56.5405,0.757841,1.242894,1.251264,66961.50,87237.48,32508.67,4727469.30,136.9969,178.4586,66.6315,9740.2319,34.73,9.52,3.06,6121.98,309.88,637.82,247.30,12836.74,23.716809,26.318588,36.707178,4.385249,21.298813,32.797105,42.815376,2.708710,72.363761,95.216047,126.620819,13.370556,68.135555,101.623206,131.173522,11.302227,192.096395,345.631576,346.355104,78.385099,43.629255,63.941043,81.709475,8.927018,0.048943,0.053987,0.075533,0.009057,0.043887,0.067471,0.088036,0.005696,0.149302,0.195611,0.260511,0.027745,0.140353,0.209046,0.269837,0.023602,0.396964,0.713129,0.714299,0.164768,0.089914,0.131413,0.168069,0.018561
54,99,5,3,E,3,E-03,2021-03-30 00:49:19 +02:00,1,0,,62,178.8655,16.2826,51.8401,0.848394,1.207719,1.166109,219621.15,56371.15,70167.90,528.2152,134.3977,167.0311,497.115136,477.884651,620.527872,1280.056532,1078.954017,1903.982901,1.206451,1.150069,1.476034,3.138384,2.595159,4.541095,205.9696,18.7816,58.6303,0.754321,1.349832,1.207762,65358.08,85170.10,32070.13,4686042.73,134.6705,176.5687,66.7337,9706.6183,33.16,7.82,3.16,6010.76,313.56,667.40,262.48,12903.08,23.325416,25.668437,35.171729,4.539768,21.448582,33.031996,41.816209,2.927570,71.954469,94.490544,123.388401,13.963278,68.390685,101.849876,129.041962,11.994413,188.468356,348.580662,346.934441,79.339648,43.570917,63.661773,80.418870,9.406407,0.048424,0.052796,0.072342,0.009443,0.044683,0.068030,0.086268,0.006325,0.149652,0.194776,0.254408,0.029340,0.142342,0.210194,0.266521,0.025558,0.395522,0.722700,0.719116,0.169917,0.090752,0.131345,0.166031,0.019879
62,100,5,4,E,4,E-04,2021-03-30 00:49:02 +02:00,1,0,,68,181.4989,16.8490,52.9365,0.809420,1.264073,1.243264,243446.31,58269.56,68205.10,573.5719,134.6158,159.0109,512.805561,487.361121,598.225480,1293.841800,1106.356833,1805.735663,1.222001,1.143645,1.386126,3.096431,2.618363,4.228938,207.6998,18.9673,57.1914,0.738837,1.274356,1.284130,66594.32,83880.31,31692.46,4700907.44,135.0282,172.8545,65.0632,9636.4521,34.91,9.26,2.82,6045.62,317.88,630.76,240.16,12619.47,22.997054,26.019235,36.362948,4.402442,21.539396,32.723861,42.186321,2.934431,71.293443,94.191726,125.250616,13.653051,68.549414,100.442590,129.743374,11.850552,190.409662,334.894091,334.373805,78.691535,43.522726,63.024515,80.335258,9.226622,0.047446,0.053328,0.074731,0.009062,0.044463,0.067072,0.086493,0.006058,0.147208,0.193191,0.257327,0.028130,0.141608,0.206025,0.266283,0.024450,0.393424,0.688348,0.687577,0.162810,0.089906,0.129388,0.165010,0.019017
70,101,5,5,E,5,E-05,2021-03-30 00:48:44 +02:00,1,0,,71,178.6930,16.3861,51.9904,0.834421,1.217945,1.177117,229174.92,56402.41,71443.62,543.6892,133.2394,168.0621,506.282814,473.843735,618.463481,1314.551114,1111.322341,1876.570074,1.218964,1.139188,1.487293,3.192859,2.668747,4.509036,201.2474,18.6394,56.8599,0.752581,1.302601,1.235221,63152.08,83274.25,31940.01,4580199.38,133.5430,174.8927,67.3076,9704.3642,30.72,8.03,2.77,5808.76,343.92,617.32,253.42,13208.01,23.416308,26.294139,36.505808,4.024312,21.828812,33.665192,43.406030,3.183049,72.758741,95.667321,127.154089,13.214119,69.510079,102.934686,132.685815,12.262300,189.235425,340.820746,341.889094,81.555637,44.228473,63.999443,82.555895,9.236568,0.049694,0.055908,0.077269,0.008551,0.046252,0.071572,0.092002,0.006783,0.154495,0.203354,0.269817,0.028163,0.147563,0.218803,0.281617,0.026173,0.402684,0.722743,0.725125,0.174796,0.094049,0.136065,0.175347,0.019721
79,102,5,6,E,6,E-06,2021-03-30 00:48:26 +02:00,1,0,,58,170.7466,16.0577,50.3801,0.826086,1.204426,1.197236,229346.31,54636.97,69291.31,567.4046,134.8111,170.2333,494.833145,474.477260,585.709935,1274.184776,1085.330181,1714.585487,1.246087,1.174445,1.454090,3.195145,2.686437,4.272531,192.9899,18.5140,55.9129,0.725210,1.306650,1.237100,62396.40,80942.22,30319.84,4427858.64,136.3104,177.6668,66.5872,9759.4878,32.88,10.53,3.66,5975.67,332.09,597.79,235.03,12909.74,21.706492,24.394768,33.428090,4.293095,19.741871,29.533235,37.602268,2.743063,67.263787,88.385443,114.649344,13.193336,63.558799,92.777327,117.083433,11.291225,180.748361,306.418072,305.034260,78.615254,40.715671,59.051503,73.814293,8.855566,0.048532,0.054223,0.074340,0.009474,0.043984,0.065376,0.083179,0.006009,0.150124,0.195919,0.254327,0.029072,0.141480,0.205416,0.259167,0.024845,0.399827,0.676214,0.673166,0.173128,0.090625,0.130733,0.163443,0.019502
87,103,5,7,E,7,E-07,2021-03-30 00:48:09 +02:00,1,0,,52,184.7732,16.5151,52.9385,0.839631,1.230753,1.175659,243114.29,63423.75,78719.04,559.0221,147.8039,178.2130,526.986155,504.796524,612.574878,1358.102846,1117.874104,1843.391249,1.231017,1.178148,1.414020,3.194578,2.601206,4.262569,209.6238,18.7580,57.5557,0.763466,1.277388,1.232609,72008.90,91920.21,34216.98,4792623.50,148.4664,186.2479,69.7340,9743.6620,35.12,9.46,3.71,5802.87,334.81,611.62,229.33,13170.62,23.869205,25.377783,35.503267,4.703182,22.003394,32.046227,41.512598,3.634324,74.184443,92.901148,123.328471,15.277054,70.518517,99.365897,127.554875,13.984557,195.481936,343.886400,343.281186,88.782084,45.158281,62.857782,79.364274,10.672597,0.048778,0.051811,0.072414,0.009543,0.044955,0.065472,0.084653,0.007444,0.151601,0.189872,0.251719,0.030985,0.144121,0.203107,0.260260,0.028483,0.400685,0.700902,0.698174,0.181994,0.092267,0.128413,0.161841,0.021653
